Date,AAPL,AMZN,GLD,GOOG,MSFT,XOM
2023-11-03,176.64999389648438,138.60000610351562,184.7899932861328,130.3699951171875,352.79998779296875,107.77999877929688
2023-11-06,179.22999572753906,139.74000549316406,183.35000610351562,131.4499969482422,356.5299987792969,105.87000274658203
2023-11-07,181.82000732421875,142.7100067138672,182.58999633789062,132.39999389648438,360.5299987792969,104.20999908447266
2023-11-08,182.88999938964844,142.0800018310547,180.77000427246094,133.25999450683594,363.20001220703125,102.93000030517578
2023-11-09,182.41000366210938,140.60000610351562,181.49000549316406,131.69000244140625,360.69000244140625,102.95999908447266
2023-11-10,186.39999389648438,143.55999755859375,179.50999450683594,134.05999755859375,369.6700134277344,103.75
2023-11-13,184.8000030517578,142.58999633789062,180.50999450683594,133.63999938964844,366.67999267578125,104.83999633789062
2023-11-14,187.44000244140625,145.8000030517578,182.1199951171875,135.42999267578125,370.2699890136719,104.29000091552734
2023-11-15,188.00999450683594,143.1999969482422,181.63999938964844,136.3800048828125,369.6700134277344,103.66000366210938
2023-11-16,189.7100067138672,142.8300018310547,183.69000244140625,138.6999969482422,376.1700134277344,102.45999908447266
2023-11-17,189.69000244140625,145.17999267578125,183.6699981689453,136.94000244140625,369.8500061035156,104.95999908447266
2023-11-20,191.4499969482422,146.1300048828125,183.3699951171875,137.9199981689453,377.44000244140625,104.5
2023-11-21,190.63999938964844,143.89999389648438,185.35000610351562,138.6199951171875,373.07000732421875,104.45999908447266
2023-11-22,191.30999755859375,146.7100067138672,184.55999755859375,140.02000427246094,377.8500061035156,104.01000213623047
2023-11-24,189.97000122070312,146.74000549316406,185.52000427246094,138.22000122070312,377.42999267578125,104.56999969482422
2023-11-27,189.7899932861328,147.72999572753906,186.77000427246094,138.0500030517578,378.6099853515625,103.95999908447266
2023-11-28,190.39999389648438,147.02999877929688,189.25999450683594,138.6199951171875,382.70001220703125,103.9000015258789
2023-11-29,189.3699951171875,146.32000732421875,189.5399932861328,136.39999389648438,378.8500061035156,102.33999633789062
2023-11-30,189.9499969482422,146.08999633789062,188.75,133.9199981689453,378.9100036621094,102.73999786376953
2023-12-01,191.24000549316406,147.02999877929688,192.00999450683594,133.32000732421875,374.510009765625,102.98999786376953
2023-12-04,189.42999267578125,144.83999633789062,187.86000061035156,130.6300048828125,369.1400146484375,102.43000030517578
2023-12-05,193.4199981689453,146.8800048828125,187.14999389648438,132.38999938964844,372.5199890136719,100.44000244140625
2023-12-06,192.32000732421875,144.52000427246094,187.83999633789062,131.42999267578125,368.79998779296875,99.11000061035156
2023-12-07,194.27000427246094,146.8800048828125,188.14999389648438,138.4499969482422,370.95001220703125,98.41999816894531
2023-12-08,195.7100067138672,147.4199981689453,185.63999938964844,136.63999938964844,374.2300109863281,99.55000305175781
2023-12-11,193.17999267578125,145.88999938964844,183.58999633789062,134.6999969482422,371.29998779296875,99.62000274658203
2023-12-12,194.7100067138672,147.47999572753906,183.49000549316406,133.63999938964844,374.3800048828125,98.05000305175781
2023-12-13,197.9600067138672,148.83999633789062,187.6300048828125,133.97000122070312,374.3699951171875,98.91999816894531
2023-12-14,198.11000061035156,147.4199981689453,188.72999572753906,133.1999969482422,365.92999267578125,101.58000183105469
2023-12-15,197.57000732421875,149.97000122070312,187.0,133.83999633789062,370.7300109863281,100.9000015258789
2023-12-18,195.88999938964844,154.07000732421875,187.85000610351562,137.19000244140625,372.6499938964844,101.6500015258789
2023-12-19,196.94000244140625,153.7899932861328,189.1300048828125,138.10000610351562,373.260009765625,102.98999786376953
2023-12-20,194.8300018310547,152.1199951171875,188.10000610351562,139.66000366210938,370.6199951171875,101.2699966430664
2023-12-21,194.67999267578125,153.83999633789062,189.42999267578125,141.8000030517578,373.5400085449219,101.7300033569336
2023-12-22,193.60000610351562,153.4199981689453,190.27000427246094,142.72000122070312,374.5799865722656,101.91000366210938
2023-12-26,193.0500030517578,153.41000366210938,191.72000122070312,142.82000732421875,374.6600036621094,102.13999938964844
2023-12-27,193.14999389648438,153.33999633789062,192.58999633789062,141.44000244140625,374.07000732421875,101.66000366210938
2023-12-28,193.5800018310547,153.3800048828125,191.47000122070312,141.27999877929688,375.2799987792969,100.19000244140625
2023-12-29,192.52999877929688,151.94000244140625,191.1699981689453,140.92999267578125,376.0400085449219,99.9800033569336
